epsilon,macro_f1,cost,tiers
0.005,0.9996585427660388,293.68040997433076,lite+lite
0.01,0.9996585427660388,293.68040997433076,lite+lite
0.02,0.9996585427660388,293.68040997433076,lite+lite
0.05,0.9996585427660388,293.68040997433076,lite+lite
0.1,0.9996585427660388,293.68040997433076,lite+lite
0.2,0.9996585427660388,293.68040997433076,lite+lite
